ID,END_DATE,START_DATE,AGENDA_TITLE,AGENDA,MP3,ORDINANCES,MINUTES,RESOLUTIONS,OTHER
139,2018-05-24,2018-05-23,May 23-24 2018 Council Agenda,"<a href=""http://efiles.portlandoregon.gov/Record/11924460/file/document"" title=""May 23-24, 2018 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/11924362/"" title=""May 23-24, 2018 Council Meeting Recording"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:05/23/2018 to 05/29/2018+And+recSchedule:2001-07"" title=""Ordinances from May 23-24, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13080361/file/document"" title=""Minutes from May 23-24, 2018 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:05/23/2018 to 05/29/2018"" title=""Resolutions from May 23-24, 2018 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:05/23/2018 to 05/29/2018"" title=""Other from May 23-24, 2018 Council Meeting"">other</a>"
140,2018-05-31,2018-05-30,May 30-31 2018 Council Agenda,"<a href=""http://efiles.portlandoregon.gov/Record/11964153/file/document"" title=""May 30-31, 2018 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/11967035/"" title=""May 30-31, 2018 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:05/30/2018 to 06/05/2018+And+recSchedule:2001-07"" title=""Ordinances from May 30-31, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13080363/file/document"" title=""Minutes from May 30-31, 2018 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:05/30/2018 to 06/05/2018"" title=""Resolutions from May 30-31, 2018 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:05/30/2018 to 06/05/2018"" title=""Other from May 30-31, 2018 Council Meeting"">other</a>"
141,2018-06-07,2018-06-06,June 6-7 2018 Council Agenda,"<a href=""http://efiles.portlandoregon.gov/Record/11980984/file/document"" title=""June 6-7, 2018 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/12000147/"" title=""June 6-7, 2018 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:06/06/2018 to 06/12/2018+And+recSchedule:2001-07"" title=""Ordinances from June 6-7, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13089258/file/document"" title=""Minutes from June 6-7, 2018 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:06/06/2018 to 06/12/2018"" title=""Resolutions from June 6-7, 2018 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:06/06/2018 to 06/12/2018"" title=""Other from June 6-7, 2018 Council Meeting"">other</a>"
142,2018-06-14,2018-06-13,June 13-14 2018 Council Agenda,"<a href=""http://efiles.portlandoregon.gov/Record/12002071/file/document"" title=""June 13-14, 2018 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/12007279/"" title=""June 13-14, 2018 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:06/13/2018 to 06/19/2018+And+recSchedule:2001-07"" title=""Ordinances from June 13-14, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13080365/file/document"" title=""Minutes from June 13-14, 2018 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:06/13/2018 to 06/19/2018"" title=""Resolutions from June 13-14, 2018 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:06/13/2018 to 06/19/2018"" title=""Other from June 13-14, 2018 Council Meeting"">other</a>"
143,2018-06-21,2018-06-20,June 20-21 2018 Council Agenda,"<a href=""http://efiles.portlandoregon.gov/Record/12014460/file/document"" title=""June 20-21, 2018 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/12016607/"" title=""June 20-21, 2018 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:06/20/2018 to 06/26/2018+And+recSchedule:2001-07"" title=""Ordinances from June 20-21, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13080367/file/document"" title=""Minutes from June 20-21, 2018 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:06/20/2018 to 06/26/2018"" title=""Resolutions from June 20-21, 2018 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:06/20/2018 to 06/26/2018"" title=""Other from June 20-21, 2018 Council Meeting"">other</a>"
144,2018-08-09,2018-08-08,August 8-9 2018 Council Agenda,"<a href=""https://efiles.portlandoregon.gov/Record/12148411/file/document"" title=""August 8-9, 2018 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/12160083/"" title=""August 8-9, 2018 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:08/08/2018 to 08/14/2018+And+recSchedule:2001-07"" title=""Ordinances from August 8, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13238830/file/document"" title=""Minutes from August 8-9, 2018 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:08/08/2018 to 08/14/2018"" title=""Resolutions from August 8, 2018 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:08/08/2018 to 08/14/2018"" title=""Other from August 8, 2018 Council Meeting"">other</a>"
145,2018-09-06,2018-09-05,September 5-6 2018 Council Agenda,"<a href=""https://efiles.portlandoregon.gov/Record/12194682/file/document"" title=""September 5-6, 2018 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/12194274/"" title=""September 5-6, 2018 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:09/5/2018 to 09/11/2018+And+recSchedule:2001-07"" title=""Ordinances from September 5-6, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13238850/file/document"" title=""Minutes from September 5-6, 2018 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:09/5/2018 to 09/11/2018"" title=""Resolutions from September 5-6, 2018 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:09/5/2018 to 09/11/2018"" title=""Other from September 5-6, 2018 Council Meeting"">other</a>"
146,2018-09-20,2018-09-19,September 19-20 2018 Council Agenda,"<a href=""https://efiles.portlandoregon.gov/Record/12280364/file/document"" title=""September 19-20, 2018 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/12280398/"" title=""September 19-20, 2018 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:9/19/2018 to 9/25/2018+And+recSchedule:2001-07"" title=""Ordinances from the September 19-20, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13238852/file/document"" title=""Minutes from September 19-20, 2018 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:9/19/2018 to 9/25/2018"" title=""Resolutions from the September 19-20, 2018 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:9/19/2018 to 9/25/2018"" title=""Other from the September 19-20, 2018 Council Meeting"">other</a>"
147,2018-10-04,2018-10-02,October 2-4 2018 Council Agenda,"<a href=""https://efiles.portlandoregon.gov/Record/12334052/file/document"" title=""October 2-4, 2018 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/12335209/"" title=""October 2-4, 2018 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/02/2018%20to%2010/09/2018+And+recSchedule:2001-07"" title=""Ordinances from the October 2-4, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13239173/file/document"" title=""Minutes from October 2-4, 2018 Council Meetings"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:10/02/2018%20to%2010/09/2018"" title=""Resolutions from the October 2-4, 2018 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/0/2018%20to%2010/09/2018"" title=""Other from the October 2-4, 2018 Council Meeting"">other</a>"
148,2018-10-11,2018-10-10,October 10-11 2018 Council Agenda,"<a href=""https://efiles.portlandoregon.gov/Record/12371334/file/document"" title=""October 10-11, 2018 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/12371567/"" title=""October 10-11, 2018 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/10/2018%20to%2010/16/2018+And+recSchedule:2001-07"" title=""Ordinances from the October 10-11, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13239174/file/document"" title=""Minutes from October 10-11, 2018 Council Meetings"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/10/2018%20to%2010/16/2018"" title=""Other from the October 10-11, 2018 Council Meeting"">other</a>"
149,2018-10-25,2018-10-24,October 24-25 2018 Council Agenda,"<a href=""https://efiles.portlandoregon.gov/Record/12401425/file/document"" title=""October 24-25, 2018 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/12401539/"" title=""Recordings from the October 24-25, 2018 Council Meeting"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/24/2018 to 10/30/2018+And+recSchedule:2001-07"" title=""Ordinances from the October 24-25, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13312751/file/document"" title=""Minutes from October 24-25, 2018 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:10/24/2018%20to%2010/30/2018"" title=""Resolutions from the  October 24-25, 2018 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/24/2018%20to%2010/30/2018"" title=""Other from the October 24-25, 2018 Council Meeting"">other</a>"
150,2018-11-08,2018-11-07,November 7-8 2018 Council Agenda,"<a href=""https://efiles.portlandoregon.gov/Record/12447473/file/document"" title=""November 7-8, 2018 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/12429111/"" title=""November 7-8, 2018 Council Meeting Recordings"">audio</a><a href=""https://efiles.portlandoregon.gov/Record/12429111/"" title=""November 7-8, 2018 Council Meeting Recordings""></a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/31/2018%20to%2011/06/2018+And+recSchedule:2001-07"" title=""Ordinances from November 7-8, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13355341/file/document"" title=""Minutes from November 7-8, 2018 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:11/07/2018%20to%2011/13/2018"" title=""Resolutions from November 7-8, 2018 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:11/07/2018%20to%2011/13/2018"" title=""Other from November 7-8, 2018 Council Meeting"">other</a>"
151,2018-11-15,2018-11-14,November 14-15 2018 Council Agenda,"<a href=""https://efiles.portlandoregon.gov/Record/12468267/file/document"" title=""November 14-15, 2018 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/12474055/"" title=""November 14-15, 2018 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:11/14/2018%20to%2011/20/2018+And+recSchedule:2001-07"" title=""Ordinances from November 14-15, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13390401/file/document"" title=""Minutes from November 14-15, 2018 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:11/14/2018%20to%2011/20/2018"" title=""Resolutions from November 14-15, 2018 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:11/14/2018%20to%2011/20/2018"" title=""Other from November 14-15, 2018 Council Meeting"">other</a>"
152,2018-11-29,2018-11-28,November 28-29 2018 Council Agenda,"<a href=""https://efiles.portlandoregon.gov/Record/12486646/file/document"" title=""November 28-29, 2018 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/12483187/"" title=""November 28-29, 2018 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:11/28/2018 to 12/04/2018+And+recSchedule:2001-07"" title=""Ordinances from November 28-29, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13355343/file/document"" title=""Minutes from November 28-29, 2018 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:11/28/2018 to 12/04/2018"" title=""Resolutions from November 28-29, 2018 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:11/28/2018 to 12/04/2018"" title=""Other from from November 28-29, 2018 Council Meeting"">other</a>"
153,2018-12-06,2018-12-05,December 5-6 2018 Council Agenda,"<a href=""https://efiles.portlandoregon.gov/Record/12522707/file/document"" title=""December 5-6, 2018 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/12507123/"" title=""December 5-6, 2018 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:12/05/2018 to 12/11/2018+And+recSchedule:2001-07"" title=""Ordinances from December 5-6, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13390402/file/document"" title=""Minutes from December 5-6, 2018 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:12/05/2018 to 12/11/2018"" title=""Other from December 5-6, 2018 Council Meeting"">other</a>"
154,2018-12-13,2018-12-12,December 12-13 2018 Council Agenda,"<a href=""https://efiles.portlandoregon.gov/Record/12529616/file/document"" title=""December 12-13, 2018 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/12540249/"" title=""December 12-13, 2018 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:12/12/2018 to 12/18/2018+And+recSchedule:2001-07"" title=""Ordinances from December 12-13, 2018 Council Meeting"">ordinances</a>","<a href=""https://efiles.portlandoregon.gov/Record/13390403/file/document"" title=""Minutes from December 12-13, 2018 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:12/12/2018 to 12/18/2018"" title=""Resolutions from December 12-13, 2018 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:12/12/2018 to 12/18/2018"" title=""Other from December 12-13, 2018 Council Meeting"">other</a>"
